subject,item,mode,result
Subject_4,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_4,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_4,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_4,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_5,Badetag,_mp_1.0,1
Subject_5,Badetag,_mp_1.5,1
Subject_5,Badetag,_mp_2.0,0
Subject_5,Bewirken,_mp_1.0,1
Subject_5,Bewirken,_mp_1.5,0
Subject_5,Bewirken,_mp_2.0,0
Subject_5,Butterweich,_mp_1.0,1
Subject_5,Butterweich,_mp_1.5,1
Subject_5,Butterweich,_mp_2.0,1
Subject_5,Giraffe,_mp_1.0,0
Subject_5,Giraffe,_mp_1.5,0
Subject_5,Giraffe,_mp_2.0,1
Subject_5,Kakadu,_mp_1.0,1
Subject_5,Kakadu,_mp_1.5,0
Subject_5,Kakadu,_mp_2.0,0
Subject_5,Karotte,_mp_1.0,0
Subject_5,Karotte,_mp_1.5,0
Subject_5,Karotte,_mp_2.0,0
Subject_5,Kassette,_mp_1.0,0
Subject_5,Kassette,_mp_1.5,1
Subject_5,Kassette,_mp_2.0,1
Subject_5,Musiker,_mp_1.0,0
Subject_5,Musiker,_mp_1.5,1
Subject_5,Musiker,_mp_2.0,1
Subject_5,Vergessen,_mp_1.0,1
Subject_5,Vergessen,_mp_1.5,0
Subject_5,Vergessen,_mp_2.0,1
Subject_5,Zigarre,_mp_1.0,0
Subject_5,Zigarre,_mp_1.5,1
Subject_5,Zigarre,_mp_2.0,1
Subject_5,Aber sehen will sie ihn doch,_mp_1.0,0
Subject_5,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_5,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_5,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_5,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_5,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_5,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_5,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_5,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_5,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_5,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_5,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_5,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_5,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_5,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_5,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_5,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_5,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_5,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_5,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_5,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_5,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_5,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_5,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_5,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_5,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_5,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,0
Subject_5,Benno gefaellt die orange Vase,_mp_1.0,0
Subject_5,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_5,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_6,Badetag,_mp_1.0,0
Subject_6,Badetag,_mp_1.5,1
Subject_6,Badetag,_mp_2.0,1
Subject_6,Bewirken,_mp_1.0,1
Subject_6,Bewirken,_mp_1.5,1
Subject_6,Bewirken,_mp_2.0,1
Subject_6,Butterweich,_mp_1.0,1
Subject_6,Butterweich,_mp_1.5,1
Subject_6,Butterweich,_mp_2.0,0
Subject_6,Giraffe,_mp_1.0,1
Subject_6,Giraffe,_mp_1.5,0
Subject_6,Giraffe,_mp_2.0,1
Subject_6,Kakadu,_mp_1.0,1
Subject_6,Kakadu,_mp_1.5,1
Subject_6,Kakadu,_mp_2.0,0
Subject_6,Karotte,_mp_1.0,0
Subject_6,Karotte,_mp_1.5,0
Subject_6,Karotte,_mp_2.0,1
Subject_6,Kassette,_mp_1.0,0
Subject_6,Kassette,_mp_1.5,1
Subject_6,Kassette,_mp_2.0,1
Subject_6,Musiker,_mp_1.0,1
Subject_6,Musiker,_mp_1.5,0
Subject_6,Musiker,_mp_2.0,0
Subject_6,Vergessen,_mp_1.0,0
Subject_6,Vergessen,_mp_1.5,1
Subject_6,Vergessen,_mp_2.0,0
Subject_6,Zigarre,_mp_1.0,1
Subject_6,Zigarre,_mp_1.5,0
Subject_6,Zigarre,_mp_2.0,1
Subject_6,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_6,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_6,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_6,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_6,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_6,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_6,Chabos wissen wer der Babo ist,_mp_1.0,0
Subject_6,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_6,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_6,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_6,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_6,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_6,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_6,Die Artikel waren wieder vorraetig,_mp_1.5,1
Subject_6,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_6,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_6,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_6,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_6,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_6,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_6,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_6,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_6,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_6,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_6,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_6,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_6,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_6,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_6,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_6,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_7,Badetag,_mp_1.0,0
Subject_7,Badetag,_mp_1.5,0
Subject_7,Badetag,_mp_2.0,1
Subject_7,Bewirken,_mp_1.0,1
Subject_7,Bewirken,_mp_1.5,1
Subject_7,Bewirken,_mp_2.0,1
Subject_7,Butterweich,_mp_1.0,0
Subject_7,Butterweich,_mp_1.5,0
Subject_7,Butterweich,_mp_2.0,1
Subject_7,Giraffe,_mp_1.0,1
Subject_7,Giraffe,_mp_1.5,0
Subject_7,Giraffe,_mp_2.0,0
Subject_7,Kakadu,_mp_1.0,1
Subject_7,Kakadu,_mp_1.5,0
Subject_7,Kakadu,_mp_2.0,0
Subject_7,Karotte,_mp_1.0,1
Subject_7,Karotte,_mp_1.5,1
Subject_7,Karotte,_mp_2.0,0
Subject_7,Kassette,_mp_1.0,1
Subject_7,Kassette,_mp_1.5,0
Subject_7,Kassette,_mp_2.0,1
Subject_7,Musiker,_mp_1.0,1
Subject_7,Musiker,_mp_1.5,1
Subject_7,Musiker,_mp_2.0,1
Subject_7,Vergessen,_mp_1.0,0
Subject_7,Vergessen,_mp_1.5,1
Subject_7,Vergessen,_mp_2.0,0
Subject_7,Zigarre,_mp_1.0,1
Subject_7,Zigarre,_mp_1.5,0
Subject_7,Zigarre,_mp_2.0,1
Subject_7,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_7,Aber sehen will sie ihn doch,_mp_1.5,0
Subject_7,Aber sehen will sie ihn doch,_mp_2.0,0
Subject_7,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_7,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_7,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_7,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_7,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_7,Chabos wissen wer der Babo ist,_mp_2.0,0
Subject_7,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_7,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,1
Subject_7,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_7,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_7,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_7,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_7,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_7,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_7,Die Sosse ist viermal uebergekocht,_mp_2.0,0
Subject_7,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,0
Subject_7,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_7,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,0
Subject_7,Diese Zeitung ist bereits veraltet,_mp_1.0,1
Subject_7,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_7,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_7,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,0
Subject_7,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_7,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_7,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_7,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_7,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_8,Badetag,_mp_1.0,1
Subject_8,Badetag,_mp_1.5,1
Subject_8,Badetag,_mp_2.0,1
Subject_8,Bewirken,_mp_1.0,0
Subject_8,Bewirken,_mp_1.5,1
Subject_8,Bewirken,_mp_2.0,1
Subject_8,Butterweich,_mp_1.0,1
Subject_8,Butterweich,_mp_1.5,1
Subject_8,Butterweich,_mp_2.0,1
Subject_8,Giraffe,_mp_1.0,1
Subject_8,Giraffe,_mp_1.5,0
Subject_8,Giraffe,_mp_2.0,1
Subject_8,Kakadu,_mp_1.0,1
Subject_8,Kakadu,_mp_1.5,1
Subject_8,Kakadu,_mp_2.0,1
Subject_8,Karotte,_mp_1.0,0
Subject_8,Karotte,_mp_1.5,0
Subject_8,Karotte,_mp_2.0,1
Subject_8,Kassette,_mp_1.0,1
Subject_8,Kassette,_mp_1.5,1
Subject_8,Kassette,_mp_2.0,1
Subject_8,Musiker,_mp_1.0,1
Subject_8,Musiker,_mp_1.5,0
Subject_8,Musiker,_mp_2.0,1
Subject_8,Vergessen,_mp_1.0,0
Subject_8,Vergessen,_mp_1.5,0
Subject_8,Vergessen,_mp_2.0,1
Subject_8,Zigarre,_mp_1.0,0
Subject_8,Zigarre,_mp_1.5,1
Subject_8,Zigarre,_mp_2.0,0
Subject_8,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_8,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_8,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_8,Er sah viele bunte Regenbogen,_mp_1.0,1
Subject_8,Er sah viele bunte Regenbogen,_mp_1.5,1
Subject_8,Er sah viele bunte Regenbogen,_mp_2.0,1
Subject_8,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_8,Chabos wissen wer der Babo ist,_mp_1.5,0
Subject_8,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_8,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,0
Subject_8,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_8,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,0
Subject_8,Die Artikel waren wieder vorraetig,_mp_1.0,0
Subject_8,Die Artikel waren wieder vorraetig,_mp_1.5,0
Subject_8,Die Artikel waren wieder vorraetig,_mp_2.0,1
Subject_8,Die Sosse ist viermal uebergekocht,_mp_1.0,1
Subject_8,Die Sosse ist viermal uebergekocht,_mp_1.5,0
Subject_8,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_8,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_8,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_8,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_8,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_8,Diese Zeitung ist bereits veraltet,_mp_1.5,0
Subject_8,Diese Zeitung ist bereits veraltet,_mp_2.0,0
Subject_8,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_8,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,0
Subject_8,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_8,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_8,Benno gefaellt die orange Vase,_mp_1.5,0
Subject_8,Benno gefaellt die orange Vase,_mp_2.0,0
Subject_9,Badetag,_mp_1.0,1
Subject_9,Badetag,_mp_1.5,1
Subject_9,Badetag,_mp_2.0,0
Subject_9,Bewirken,_mp_1.0,1
Subject_9,Bewirken,_mp_1.5,1
Subject_9,Bewirken,_mp_2.0,0
Subject_9,Butterweich,_mp_1.0,0
Subject_9,Butterweich,_mp_1.5,0
Subject_9,Butterweich,_mp_2.0,1
Subject_9,Giraffe,_mp_1.0,1
Subject_9,Giraffe,_mp_1.5,1
Subject_9,Giraffe,_mp_2.0,1
Subject_9,Kakadu,_mp_1.0,0
Subject_9,Kakadu,_mp_1.5,0
Subject_9,Kakadu,_mp_2.0,0
Subject_9,Karotte,_mp_1.0,1
Subject_9,Karotte,_mp_1.5,0
Subject_9,Karotte,_mp_2.0,0
Subject_9,Kassette,_mp_1.0,1
Subject_9,Kassette,_mp_1.5,1
Subject_9,Kassette,_mp_2.0,1
Subject_9,Musiker,_mp_1.0,0
Subject_9,Musiker,_mp_1.5,0
Subject_9,Musiker,_mp_2.0,0
Subject_9,Vergessen,_mp_1.0,1
Subject_9,Vergessen,_mp_1.5,1
Subject_9,Vergessen,_mp_2.0,0
Subject_9,Zigarre,_mp_1.0,1
Subject_9,Zigarre,_mp_1.5,1
Subject_9,Zigarre,_mp_2.0,0
Subject_9,Aber sehen will sie ihn doch,_mp_1.0,1
Subject_9,Aber sehen will sie ihn doch,_mp_1.5,1
Subject_9,Aber sehen will sie ihn doch,_mp_2.0,1
Subject_9,Er sah viele bunte Regenbogen,_mp_1.0,0
Subject_9,Er sah viele bunte Regenbogen,_mp_1.5,0
Subject_9,Er sah viele bunte Regenbogen,_mp_2.0,0
Subject_9,Chabos wissen wer der Babo ist,_mp_1.0,1
Subject_9,Chabos wissen wer der Babo ist,_mp_1.5,1
Subject_9,Chabos wissen wer der Babo ist,_mp_2.0,1
Subject_9,Das Telefon ist seit sieben Tagen kaputt,_mp_1.0,1
Subject_9,Das Telefon ist seit sieben Tagen kaputt,_mp_1.5,0
Subject_9,Das Telefon ist seit sieben Tagen kaputt,_mp_2.0,1
Subject_9,Die Artikel waren wieder vorraetig,_mp_1.0,1
Subject_9,Die Artikel waren wieder vorraetig,_mp_1.5,1
Subject_9,Die Artikel waren wieder vorraetig,_mp_2.0,0
Subject_9,Die Sosse ist viermal uebergekocht,_mp_1.0,0
Subject_9,Die Sosse ist viermal uebergekocht,_mp_1.5,1
Subject_9,Die Sosse ist viermal uebergekocht,_mp_2.0,1
Subject_9,Die Strassenbahn fuhr weiter geradeaus,_mp_1.0,1
Subject_9,Die Strassenbahn fuhr weiter geradeaus,_mp_1.5,0
Subject_9,Die Strassenbahn fuhr weiter geradeaus,_mp_2.0,1
Subject_9,Diese Zeitung ist bereits veraltet,_mp_1.0,0
Subject_9,Diese Zeitung ist bereits veraltet,_mp_1.5,1
Subject_9,Diese Zeitung ist bereits veraltet,_mp_2.0,1
Subject_9,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.0,1
Subject_9,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_1.5,1
Subject_9,Sie faehrt keinen Ferrari sondern einen Maserati,_mp_2.0,1
Subject_9,Benno gefaellt die orange Vase,_mp_1.0,1
Subject_9,Benno gefaellt die orange Vase,_mp_1.5,1
Subject_9,Benno gefaellt die orange Vase,_mp_2.0,0
